"","rules","support","confidence","lift","count"
"865","{citrus fruit,sliced cheese} => {yogurt}",0.00172852058973055,0.5,3.58418367346939,17
"1104","{frozen vegetables,waffles} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"1194","{cream cheese,root vegetables} => {yogurt}",0.00376207422470768,0.5,3.58418367346939,37
"1235","{curd,white bread} => {yogurt}",0.00172852058973055,0.5,3.58418367346939,17
"1608","{other vegetables,semi-finished bread,whole milk} => {yogurt}",0.00132180986273513,0.5,3.58418367346939,13
"1820","{butter,hard cheese,whipped/sour cream} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"1900","{butter milk,pip fruit,whole milk} => {yogurt}",0.00132180986273513,0.5,3.58418367346939,13
"2071","{coffee,oil,other vegetables} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"2245","{berries,other vegetables,soda} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"2282","{citrus fruit,hamburger meat,whole milk} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"2322","{hygiene articles,whipped/sour cream,whole milk} => {yogurt}",0.00122013218098627,0.5,3.58418367346939,12
"2431","{fruit/vegetable juice,other vegetables,sugar} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"2487","{other vegetables,pip fruit,waffles} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"2499","{tropical fruit,waffles,whole milk} => {yogurt}",0.00132180986273513,0.5,3.58418367346939,13
"2594","{dessert,fruit/vegetable juice,other vegetables} => {yogurt}",0.00132180986273513,0.5,3.58418367346939,13
"2602","{dessert,other vegetables,whipped/sour cream} => {yogurt}",0.00142348754448399,0.5,3.58418367346939,14
"2633","{dessert,other vegetables,rolls/buns} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"2736","{cream cheese,other vegetables,pip fruit} => {yogurt}",0.00122013218098627,0.5,3.58418367346939,12
"2749","{cream cheese,other vegetables,sausage} => {yogurt}",0.00132180986273513,0.5,3.58418367346939,13
"2809","{chicken,citrus fruit,domestic eggs} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"2896","{chocolate,other vegetables,white bread} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"2946","{pip fruit,soda,white bread} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"3004","{chocolate,fruit/vegetable juice,soda} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"3160","{frozen vegetables,fruit/vegetable juice,whole milk} => {yogurt}",0.00213523131672598,0.5,3.58418367346939,21
"3203","{frozen vegetables,other vegetables,sausage} => {yogurt}",0.00142348754448399,0.5,3.58418367346939,14
"3243","{beef,curd,whole milk} => {yogurt}",0.00132180986273513,0.5,3.58418367346939,13
"3282","{beef,butter,rolls/buns} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"3434","{butter,curd,root vegetables} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"3438","{butter,curd,other vegetables} => {yogurt}",0.00152516522623284,0.5,3.58418367346939,15
"3499","{curd,other vegetables,pastry} => {yogurt}",0.0016268429079817,0.5,3.58418367346939,16
"3536","{curd,rolls/buns,tropical fruit} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"3716","{brown bread,frankfurter,other vegetables} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"3883","{brown bread,pip fruit,sausage} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"3943","{butter,margarine,whole milk} => {yogurt}",0.00152516522623284,0.5,3.58418367346939,15
"3958","{domestic eggs,margarine,tropical fruit} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"3978","{margarine,other vegetables,whipped/sour cream} => {yogurt}",0.00172852058973055,0.5,3.58418367346939,17
"3993","{margarine,other vegetables,pastry} => {yogurt}",0.00122013218098627,0.5,3.58418367346939,12
"4012","{margarine,soda,tropical fruit} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"4073","{butter,tropical fruit,whipped/sour cream} => {yogurt}",0.00152516522623284,0.5,3.58418367346939,15
"4205","{newspapers,other vegetables,tropical fruit} => {yogurt}",0.00213523131672598,0.5,3.58418367346939,21
"4520","{bottled water,pip fruit,sausage} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"4524","{other vegetables,pip fruit,sausage} => {yogurt}",0.00183019827147941,0.5,3.58418367346939,18
"4527","{bottled water,pip fruit,tropical fruit} => {yogurt}",0.00142348754448399,0.5,3.58418367346939,14
"4538","{pip fruit,root vegetables,soda} => {yogurt}",0.00142348754448399,0.5,3.58418367346939,14
"4636","{bottled water,sausage,soda} => {yogurt}",0.00203355363497712,0.5,3.58418367346939,20
"4703","{grapes,other vegetables,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"4794","{other vegetables,root vegetables,sugar,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"4798","{other vegetables,root vegetables,waffles,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"4913","{citrus fruit,frozen vegetables,other vegetables,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"4922","{frozen vegetables,other vegetables,tropical fruit,whole milk} => {yogurt}",0.00122013218098627,0.5,3.58418367346939,12
"4988","{butter,curd,other vegetables,whole milk} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"5032","{curd,other vegetables,root vegetables,tropical fruit} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"5116","{butter,margarine,other vegetables,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"5459","{citrus fruit,pip fruit,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"5470","{other vegetables,pip fruit,sausage,whole milk} => {yogurt}",0.00101677681748856,0.5,3.58418367346939,10
"5566","{rolls/buns,sausage,tropical fruit,whole milk} => {yogurt}",0.00111845449923742,0.5,3.58418367346939,11
"177","{canned vegetables,root vegetables} => {other vegetables}",0.00183019827147941,0.692307692307692,3.57795383806944,18
"1814","{frozen meals,root vegetables,whole milk} => {other vegetables}",0.00183019827147941,0.692307692307692,3.57795383806944,18
"1858","{hard cheese,whipped/sour cream,whole milk} => {other vegetables}",0.00183019827147941,0.692307692307692,3.57795383806944,18
"4115","{butter,citrus fruit,root vegetables} => {other vegetables}",0.00183019827147941,0.692307692307692,3.57795383806944,18
"3811","{bottled beer,domestic eggs,whole milk} => {other vegetables}",0.00203355363497712,0.689655172413793,3.56424520267454,20
"20","{cereals,curd} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"89","{pastry,sweet spreads} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"1778","{frankfurter,frozen meals,tropical fruit} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"1782","{butter,frozen meals,tropical fruit} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"1993","{frankfurter,root vegetables,sliced cheese} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2223","{berries,butter,sausage} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2301","{butter,hygiene articles,napkins} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2469","{pork,rolls/buns,waffles} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2525","{long life bakery product,napkins,whipped/sour cream} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2532","{butter,long life bakery product,sausage} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2688","{butter,cream cheese,root vegetables} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"2731","{cream cheese,pip fruit,sausage} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"3059","{coffee,domestic eggs,root vegetables} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"3794","{bottled beer,domestic eggs,margarine} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"4691","{herbs,other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"4705","{frozen meals,pip fruit,tropical fruit,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"4731","{butter,sliced cheese,tropical fruit,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"4796","{other vegetables,root vegetables,waffles,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"4829","{cream cheese,other vegetables,pip fruit,root vegetables} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"4911","{citrus fruit,frozen vegetables,other vegetables,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5017","{citrus fruit,curd,tropical fruit,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5041","{butter,napkins,other vegetables,whipped/sour cream} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5047","{butter,other vegetables,pork,root vegetables} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5110","{brown bread,other vegetables,rolls/buns,root vegetables} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5199","{bottled water,butter,citrus fruit,other vegetables} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5274","{citrus fruit,domestic eggs,other vegetables,tropical fruit} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5508","{pastry,root vegetables,tropical fruit,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"5634","{butter,domestic eggs,other vegetables,tropical fruit,yogurt} => {whole milk}",0.00101677681748856,0.909090909090909,3.55786275006331,10
"155","{chocolate,mayonnaise} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"265","{chicken,pasta} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"470","{baking powder,pastry} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"512","{hard cheese,soft cheese} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"737","{butter milk,waffles} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"1708","{root vegetables,soft cheese,yogurt} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"1727","{fruit/vegetable juice,grapes,tropical fruit} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2164","{butter,onions,yogurt} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2170","{domestic eggs,onions,root vegetables} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2283","{hamburger meat,tropical fruit,yogurt} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2362","{curd,salty snack,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2596","{dessert,pip fruit,whipped/sour cream} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2830","{chicken,sausage,whipped/sour cream} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2842","{chicken,pip fruit,root vegetables} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2854","{chicken,citrus fruit,tropical fruit} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"2869","{chicken,rolls/buns,sausage} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"3179","{citrus fruit,frozen vegetables,pip fruit} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"3351","{beef,sausage,tropical fruit} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"3427","{butter,curd,pastry} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"3626","{frankfurter,pork,rolls/buns} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"3816","{bottled beer,whipped/sour cream,yogurt} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"4195","{bottled water,newspapers,root vegetables} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"4818","{citrus fruit,cream cheese,domestic eggs,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"4847","{chicken,rolls/buns,whipped/sour cream,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"5348","{bottled water,fruit/vegetable juice,root vegetables,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"5387","{pastry,whipped/sour cream,whole milk,yogurt} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"5472","{bottled water,pip fruit,root vegetables,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"5516","{pastry,root vegetables,soda,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"5595","{root vegetables,soda,tropical fruit,whole milk} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"5648","{root vegetables,tropical fruit,whipped/sour cream,whole milk,yogurt} => {other vegetables}",0.00111845449923742,0.6875,3.55310693641619,11
"122","{fruit/vegetable juice,rice} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"585","{frozen vegetables,grapes} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"1545","{herbs,whipped/sour cream,whole milk} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"2236","{berries,root vegetables,tropical fruit} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"2574","{long life bakery product,root vegetables,yogurt} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"3224","{frozen vegetables,root vegetables,soda} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"3647","{domestic eggs,pork,root vegetables} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"3879","{brown bread,whipped/sour cream,yogurt} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"4176","{citrus fruit,newspapers,tropical fruit} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"4234","{domestic eggs,pip fruit,whipped/sour cream} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"4354","{fruit/vegetable juice,pastry,tropical fruit} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"4512","{citrus fruit,pip fruit,root vegetables} => {other vegetables}",0.00264361972547026,0.684210526315789,3.53610642475869,26
"4961","{beef,tropical fruit,whole milk,yogurt} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"5208","{butter,root vegetables,tropical fruit,yogurt} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"5318","{fruit/vegetable juice,pip fruit,root vegetables,whole milk} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"5359","{fruit/vegetable juice,root vegetables,soda,whole milk} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"5555","{citrus fruit,rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00132180986273513,0.684210526315789,3.53610642475869,13
"536","{margarine,soft cheese} => {other vegetables}",0.00152516522623284,0.681818181818182,3.52374241628051,15
"2061","{root vegetables,sliced cheese,yogurt} => {other vegetables}",0.00152516522623284,0.681818181818182,3.52374241628051,15
"2189","{onions,pip fruit,whole milk} => {other vegetables}",0.00152516522623284,0.681818181818182,3.52374241628051,15
"3975","{margarine,root vegetables,whipped/sour cream} => {other vegetables}",0.00152516522623284,0.681818181818182,3.52374241628051,15
"4065","{butter,pip fruit,whipped/sour cream} => {whole milk}",0.00183019827147941,0.9,3.52228412256267,18
"4247","{domestic eggs,tropical fruit,whipped/sour cream} => {whole milk}",0.00183019827147941,0.9,3.52228412256267,18
"2212","{onions,root vegetables,whole milk} => {other vegetables}",0.0032536858159634,0.680851063829787,3.51874420008721,32
"2269","{domestic eggs,hamburger meat,whole milk} => {other vegetables}",0.00172852058973055,0.68,3.5143457698371,17
"2884","{chicken,rolls/buns,root vegetables} => {other vegetables}",0.00172852058973055,0.68,3.5143457698371,17
"3676","{citrus fruit,pork,root vegetables} => {other vegetables}",0.00172852058973055,0.68,3.5143457698371,17
"4225","{domestic eggs,fruit/vegetable juice,root vegetables} => {other vegetables}",0.00172852058973055,0.68,3.5143457698371,17
"4389","{fruit/vegetable juice,rolls/buns,root vegetables} => {other vegetables}",0.00172852058973055,0.68,3.5143457698371,17
"5582","{bottled water,root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00172852058973055,0.68,3.5143457698371,17
"628","{cat food,whipped/sour cream} => {other vegetables}",0.00193187595322827,0.678571428571429,3.5069626904887,19
"680","{frozen meals,whipped/sour cream} => {other vegetables}",0.00193187595322827,0.678571428571429,3.5069626904887,19
"2204","{onions,tropical fruit,whole milk} => {other vegetables}",0.00193187595322827,0.678571428571429,3.5069626904887,19
"2747","{citrus fruit,cream cheese,whole milk} => {other vegetables}",0.00193187595322827,0.678571428571429,3.5069626904887,19
"5211","{butter,root vegetables,tropical fruit,yogurt} => {whole milk}",0.00172852058973055,0.894736842105263,3.50168596979915,17
"351","{processed cheese,root vegetables} => {other vegetables}",0.00213523131672598,0.67741935483871,3.50100859423999,21
"930","{frozen vegetables,onions} => {other vegetables}",0.00213523131672598,0.67741935483871,3.50100859423999,21
"4430","{citrus fruit,tropical fruit,whipped/sour cream} => {other vegetables}",0.00213523131672598,0.67741935483871,3.50100859423999,21
"4363","{citrus fruit,fruit/vegetable juice,root vegetables} => {other vegetables}",0.00233858668022369,0.676470588235294,3.49610522085871,23
"3302","{beef,domestic eggs,whole milk} => {other vegetables}",0.0025419420437214,0.675675675675676,3.49199698910682,25
"2698","{citrus fruit,cream cheese,domestic eggs} => {whole milk}",0.0016268429079817,0.888888888888889,3.47879913339523,16
"3980","{margarine,rolls/buns,whipped/sour cream} => {whole milk}",0.0016268429079817,0.888888888888889,3.47879913339523,16
"870","{root vegetables,sliced cheese} => {other vegetables}",0.00376207422470768,0.672727272727273,3.47675918406344,37
"1573","{herbs,root vegetables,tropical fruit} => {whole milk}",0.00152516522623284,0.882352941176471,3.45321972800262,15
"1913","{butter milk,root vegetables,yogurt} => {whole milk}",0.00152516522623284,0.882352941176471,3.45321972800262,15
"4411","{citrus fruit,pastry,whipped/sour cream} => {whole milk}",0.00152516522623284,0.882352941176471,3.45321972800262,15
"4962","{beef,other vegetables,rolls/buns,tropical fruit} => {whole milk}",0.00152516522623284,0.882352941176471,3.45321972800262,15
"13","{curd cheese,tropical fruit} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"41","{soups,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"64","{root vegetables,specialty cheese} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"118","{butter,rice} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"149","{fruit/vegetable juice,salt} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"156","{mayonnaise,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"166","{frozen dessert,root vegetables} => {other vegetables}",0.0016268429079817,0.666666666666667,3.44543702925206,16
"186","{citrus fruit,roll products} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"202","{frozen fish,pip fruit} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"274","{hamburger meat,herbs} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"399","{berries,detergent} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"563","{pork,specialty bar} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"644","{frozen meals,meat} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"752","{beef,butter milk} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"815","{ham,pip fruit} => {other vegetables}",0.00264361972547026,0.666666666666667,3.44543702925206,26
"1179","{bottled beer,cream cheese} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"1490","{rice,tropical fruit,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1541","{domestic eggs,herbs,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1582","{herbs,rolls/buns,root vegetables} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"1612","{detergent,whipped/sour cream,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1665","{frozen vegetables,soft cheese,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1694","{soft cheese,whipped/sour cream,yogurt} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1707","{soft cheese,tropical fruit,whole milk} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"1736","{citrus fruit,grapes,tropical fruit} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"1769","{meat,rolls/buns,yogurt} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"1781","{frankfurter,frozen meals,whole milk} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"1832","{butter,hard cheese,root vegetables} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1863","{hard cheese,rolls/buns,sausage} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"1956","{fruit/vegetable juice,ham,tropical fruit} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"1987","{ham,root vegetables,whole milk} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"2079","{butter,oil,whole milk} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"2090","{fruit/vegetable juice,oil,root vegetables} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"2136","{beef,onions,root vegetables} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2151","{bottled beer,onions,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2169","{newspapers,onions,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2177","{fruit/vegetable juice,onions,whole milk} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2183","{onions,whipped/sour cream,yogurt} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"2262","{butter,hamburger meat,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2270","{fruit/vegetable juice,hamburger meat,yogurt} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2369","{salty snack,whipped/sour cream,whole milk} => {other vegetables}",0.00183019827147941,0.666666666666667,3.44543702925206,18
"2413","{margarine,root vegetables,sugar} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2420","{citrus fruit,domestic eggs,sugar} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2453","{root vegetables,soda,sugar} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"2455","{root vegetables,sugar,yogurt} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"2551","{long life bakery product,whipped/sour cream,yogurt} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"2601","{dessert,whipped/sour cream,yogurt} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"2609","{dessert,pip fruit,root vegetables} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2673","{cream cheese,pork,whole milk} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"2776","{chicken,frozen vegetables,yogurt} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"2798","{butter,chicken,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2836","{chicken,rolls/buns,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"2845","{chicken,pip fruit,rolls/buns} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2848","{chicken,pastry,tropical fruit} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2863","{chicken,root vegetables,shopping bags} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2867","{chicken,sausage,soda} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2895","{chocolate,white bread,yogurt} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"2922","{domestic eggs,root vegetables,white bread} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"3003","{chocolate,fruit/vegetable juice,root vegetables} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"3019","{chocolate,citrus fruit,sausage} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"3164","{citrus fruit,frozen vegetables,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"3173","{frozen vegetables,whipped/sour cream,yogurt} => {other vegetables}",0.00223690899847483,0.666666666666667,3.44543702925206,22
"3188","{frozen vegetables,pastry,yogurt} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"3247","{beef,pork,root vegetables} => {other vegetables}",0.00183019827147941,0.666666666666667,3.44543702925206,18
"3371","{beef,soda,tropical fruit} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"3413","{curd,margarine,root vegetables} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"3422","{butter,curd,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"3467","{curd,pastry,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"3668","{pip fruit,pork,root vegetables} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"3739","{citrus fruit,frankfurter,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.666666666666667,3.44543702925206,10
"3807","{bottled beer,bottled water,domestic eggs} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"3947","{butter,margarine,whole milk} => {other vegetables}",0.00203355363497712,0.666666666666667,3.44543702925206,20
"4052","{butter,fruit/vegetable juice,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"4066","{butter,pastry,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"4141","{butter,tropical fruit,yogurt} => {other vegetables}",0.00305033045246568,0.666666666666667,3.44543702925206,30
"4311","{domestic eggs,root vegetables,soda} => {other vegetables}",0.00183019827147941,0.666666666666667,3.44543702925206,18
"4324","{fruit/vegetable juice,pip fruit,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"4400","{pip fruit,shopping bags,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"4404","{pip fruit,root vegetables,whipped/sour cream} => {other vegetables}",0.00203355363497712,0.666666666666667,3.44543702925206,20
"4413","{pastry,sausage,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
"4420","{pastry,whipped/sour cream,yogurt} => {other vegetables}",0.00183019827147941,0.666666666666667,3.44543702925206,18
"4454","{sausage,soda,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.666666666666667,3.44543702925206,14
"4592","{citrus fruit,root vegetables,shopping bags} => {other vegetables}",0.00122013218098627,0.666666666666667,3.44543702925206,12
